"rules","support","confidence","lift","count"
"65","{red-coat} => {beige-blouse}",0.00149142431021626,0.16,1.39324675324675,4
"66","{maroon-blazer} => {navy-jeans}",0.00111856823266219,0.115384615384615,5.5260989010989,3
"67","{maroon-blazer} => {white-blouse}",0.00111856823266219,0.115384615384615,2.36230182031709,3
"68","{maroon-blazer} => {silver-blouse}",0.00111856823266219,0.115384615384615,1.91025641025641,3
"69","{maroon-blazer} => {white-T-shirt}",0.00111856823266219,0.115384615384615,1.87552447552448,3
"70","{navy-coat} => {white-T-shirt}",0.00111856823266219,0.115384615384615,1.87552447552448,3
"71","{navy-coat} => {beige-T-shirt}",0.00111856823266219,0.115384615384615,1.28942307692308,3
"72","{navy-coat} => {beige-blouse}",0.00111856823266219,0.115384615384615,1.00474525474525,3
"73","{teal-shorts} => {gray-blouse}",0.00149142431021626,0.129032258064516,4.22029897718332,4
"74","{teal-shorts} => {white-T-shirt}",0.00149142431021626,0.129032258064516,2.09736070381232,4
"75","{teal-shorts} => {beige-T-shirt}",0.00260999254287845,0.225806451612903,2.52338709677419,7
"76","{maroon-shorts} => {beige-T-shirt}",0.00186428038777032,0.15625,1.74609375,5
"77","{maroon-shorts} => {beige-blouse}",0.00260999254287845,0.21875,1.90482954545455,7
"78","{white-skirt} => {beige-T-shirt}",0.00186428038777032,0.142857142857143,1.59642857142857,5
"79","{white-skirt} => {beige-blouse}",0.00298284862043251,0.228571428571429,1.99035250463822,8
"80","{maroon-blouse} => {black-skirt}",0.00186428038777032,0.151515151515152,3.12587412587413,5
"81","{gray-sweater} => {white-blouse}",0.00149142431021626,0.125,2.55916030534351,4
"82","{maroon-legging} => {beige-T-shirt}",0.00149142431021626,0.121212121212121,1.35454545454545,4
"83","{maroon-legging} => {beige-blouse}",0.00186428038777032,0.151515151515152,1.31936245572609,5
"84","{gray-pants} => {silver-T-shirt}",0.00186428038777032,0.15625,2.91015625,5
"85","{gray-pants} => {silver-blouse}",0.00149142431021626,0.125,2.06944444444444,4
"86","{gray-pants} => {beige-T-shirt}",0.00223713646532438,0.1875,2.0953125,6
"87","{gray-pants} => {beige-blouse}",0.00149142431021626,0.125,1.08847402597403,4
"88","{maroon-coat} => {white-blouse}",0.00149142431021626,0.121212121212121,2.48160999306037,4
"89","{black-pants} => {silver-T-shirt}",0.00186428038777032,0.121951219512195,2.27134146341463,5
"90","{black-pants} => {silver-blouse}",0.00260999254287845,0.170731707317073,2.82655826558266,7
"91","{black-pants} => {white-T-shirt}",0.00223713646532438,0.146341463414634,2.37871396895787,6
"92","{red-blazer} => {white-T-shirt}",0.00223713646532438,0.162162162162162,2.63587223587224,6
"93","{navy-blazer} => {black-skirt}",0.00149142431021626,0.111111111111111,2.29230769230769,4
"94","{navy-blazer} => {silver-T-shirt}",0.00149142431021626,0.111111111111111,2.06944444444444,4
"95","{navy-blazer} => {beige-T-shirt}",0.00186428038777032,0.138888888888889,1.55208333333333,5
"96","{black-jeans} => {white-T-shirt}",0.00223713646532438,0.142857142857143,2.32207792207792,6
"97","{gray-blazer} => {black-T-shirt}",0.00149142431021626,0.1,2.682,4
"98","{gray-blazer} => {red-skirt}",0.00149142431021626,0.1,2.43818181818182,4
"99","{gray-blazer} => {silver-T-shirt}",0.00186428038777032,0.125,2.328125,5
"100","{gray-blazer} => {white-T-shirt}",0.00186428038777032,0.125,2.03181818181818,5
"101","{teal-skirt} => {beige-T-shirt}",0.00298284862043251,0.156862745098039,1.75294117647059,8
"102","{teal-skirt} => {beige-blouse}",0.00260999254287845,0.137254901960784,1.1951871657754,7
"103","{silver-skirt} => {beige-blouse}",0.00298284862043251,0.145454545454545,1.26658795749705,8
"104","{navy-jeans} => {white-blouse}",0.00223713646532438,0.107142857142857,2.19356597600872,6
"105","{navy-jeans} => {silver-blouse}",0.00223713646532438,0.107142857142857,1.77380952380952,6
"106","{navy-jeans} => {white-T-shirt}",0.00223713646532438,0.107142857142857,1.74155844155844,6
"107","{navy-jeans} => {beige-blouse}",0.00298284862043251,0.142857142857143,1.24397031539889,8
"108","{silver-shorts} => {white-T-shirt}",0.00372856077554064,0.163934426229508,2.66467958271237,10
"109","{silver-shorts} => {beige-blouse}",0.00335570469798658,0.147540983606557,1.28475622737918,9
"110","{black-blazer} => {gray-T-shirt}",0.00260999254287845,0.137254901960784,5.04270749395649,7
"111","{black-blazer} => {black-T-shirt}",0.00223713646532438,0.117647058823529,3.15529411764706,6
"112","{black-blazer} => {beige-blouse}",0.00223713646532438,0.117647058823529,1.0244461420932,6
"113","{black-shorts} => {silver-T-shirt}",0.00223713646532438,0.101694915254237,1.89406779661017,6
"114","{black-shorts} => {white-T-shirt}",0.00335570469798658,0.152542372881356,2.47950693374422,9
"115","{black-shorts} => {beige-T-shirt}",0.00260999254287845,0.11864406779661,1.32584745762712,7
"116","{gray-skirt} => {beige-blouse}",0.00410141685309471,0.164179104477612,1.42963752665245,11
"117","{gray-coat} => {beige-blouse}",0.00298284862043251,0.142857142857143,1.24397031539889,8
"118","{navy-shorts} => {white-blouse}",0.00335570469798658,0.130434782608696,2.67042814470627,9
"119","{navy-shorts} => {silver-T-shirt}",0.00260999254287845,0.101449275362319,1.88949275362319,7
"120","{navy-shorts} => {silver-blouse}",0.00260999254287845,0.101449275362319,1.67954911433172,7
"121","{navy-shorts} => {beige-T-shirt}",0.00447427293064877,0.173913043478261,1.94347826086957,12
"122","{navy-shorts} => {beige-blouse}",0.00484712900820283,0.188405797101449,1.64059853190288,13
"123","{maroon-skirt} => {silver-blouse}",0.00298284862043251,0.111111111111111,1.83950617283951,8
"124","{maroon-skirt} => {beige-T-shirt}",0.00335570469798658,0.125,1.396875,9
"125","{maroon-skirt} => {beige-blouse}",0.00447427293064877,0.166666666666667,1.4512987012987,12
"126","{black-coat} => {beige-T-shirt}",0.00260999254287845,0.111111111111111,1.24166666666667,7
"127","{navy-skirt} => {silver-blouse}",0.00484712900820283,0.160493827160494,2.65706447187929,13
"128","{navy-skirt} => {beige-T-shirt}",0.00410141685309471,0.135802469135802,1.51759259259259,11
"129","{gray-T-shirt} => {red-skirt}",0.00298284862043251,0.10958904109589,2.6719800747198,8
"130","{beige-coat} => {beige-dress}",0.00298284862043251,0.108108108108108,1.97242140099283,8
"131","{beige-coat} => {beige-T-shirt}",0.00335570469798658,0.121621621621622,1.35912162162162,9
"132","{beige-coat} => {beige-blouse}",0.00372856077554064,0.135135135135135,1.17672867672868,10
"133","{beige-shorts} => {beige-T-shirt}",0.00410141685309471,0.134146341463415,1.49908536585366,11
"134","{beige-shorts} => {beige-blouse}",0.00894854586129754,0.292682926829268,2.54862210959772,24
"135","{gray-shorts} => {beige-T-shirt}",0.00559284116331096,0.178571428571429,1.99553571428571,15
"136","{gray-shorts} => {beige-blouse}",0.00335570469798658,0.107142857142857,0.932977736549165,9
"137","{beige-blazer} => {beige-blouse}",0.00484712900820283,0.154761904761905,1.34763450834879,13
"138","{red-skirt} => {beige-blouse}",0.00745712155108128,0.181818181818182,1.58323494687131,20
"139","{black-skirt} => {silver-T-shirt}",0.00671140939597315,0.138461538461538,2.57884615384615,18
"140","{silver-T-shirt} => {black-skirt}",0.00671140939597315,0.125,2.57884615384615,18
"141","{black-skirt} => {silver-blouse}",0.00596569724086503,0.123076923076923,2.03760683760684,16
"142","{black-skirt} => {beige-T-shirt}",0.00484712900820283,0.1,1.1175,13
"143","{black-skirt} => {beige-blouse}",0.0052199850857569,0.107692307692308,0.937762237762238,14
"144","{beige-skirt} => {beige-T-shirt}",0.00782997762863535,0.145833333333333,1.6296875,21
"145","{beige-skirt} => {beige-blouse}",0.0119313944817301,0.222222222222222,1.93506493506494,32
"146","{beige-blouse} => {beige-skirt}",0.0119313944817301,0.103896103896104,1.93506493506494,32
"147","{beige-coat,navy-shorts} => {beige-blouse}",0.00111856823266219,1,8.70779220779221,3
"148","{beige-blouse,navy-shorts} => {beige-coat}",0.00111856823266219,0.230769230769231,8.36382536382536,3
"149","{beige-blouse,beige-coat} => {navy-shorts}",0.00111856823266219,0.3,11.6608695652174,3
