"rules","support","confidence","lift","itemset"
"750","{black-shorts,white-sweater} => {white-blouse}",0.00111856823266219,0.6,9.14318181818182,363
"751","{black-shorts,white-blouse} => {white-sweater}",0.00111856823266219,0.428571428571429,16.6583850931677,363
"753","{darkblue-shorts,white-sweater} => {white-blouse}",0.00149142431021626,0.444444444444444,6.77272727272727,364
"754","{darkblue-shorts,white-blouse} => {white-sweater}",0.00149142431021626,0.5,19.4347826086957,364
"755","{white-skirt,white-sweater} => {white-blouse}",0.00149142431021626,0.5,7.61931818181818,365
"758","{white-sweater} => {white-blouse}",0.0152870991797166,0.594202898550725,9.0548418972332,366
"785","{black-shorts,brown-sweater} => {brown-blouse}",0.00149142431021626,1,20.1654135338346,379
"786","{black-shorts,brown-blouse} => {brown-sweater}",0.00149142431021626,0.571428571428571,20.4342857142857,379
"787","{brown-sweater,lightred-skirt} => {brown-blouse}",0.00111856823266219,1,20.1654135338346,380
"788","{brown-blouse,lightred-skirt} => {brown-sweater}",0.00111856823266219,0.3,10.728,380
"790","{brown-sweater,darkblue-shorts} => {brown-blouse}",0.00111856823266219,0.6,12.0992481203008,381
"791","{brown-blouse,darkblue-shorts} => {brown-sweater}",0.00111856823266219,0.428571428571429,15.3257142857143,381
"793","{brown-sweater,white-skirt} => {brown-blouse}",0.00111856823266219,0.75,15.1240601503759,382
"794","{brown-blouse,white-skirt} => {brown-sweater}",0.00111856823266219,0.3,10.728,382
"802","{brown-sweater} => {brown-blouse}",0.0145413870246085,0.52,10.486015037594,386
"857","{black-blazer,darkblue-shorts} => {darkblue-blouse}",0.00111856823266219,0.428571428571429,6.08163265306122,413
"858","{black-blazer,darkblue-blouse} => {darkblue-shorts}",0.00111856823266219,0.3,5.96,413
"860","{black-blazer,black-skirt} => {black-blouse}",0.00149142431021626,0.8,5.55854922279793,414
"863","{black-blazer} => {black-blouse}",0.0134228187919463,0.444444444444444,3.0880829015544,415
"880","{black-coat,darkblue-skirt} => {black-blouse}",0.00111856823266219,0.6,4.16891191709845,424
"883","{black-sweater,darkblue-skirt} => {black-blouse}",0.00149142431021626,0.666666666666667,4.63212435233161,425
"898","{black-coat,black-shorts} => {black-blouse}",0.00111856823266219,0.5,3.4740932642487,432
"915","{black-coat,black-skirt} => {black-blouse}",0.00372856077554064,0.555555555555556,3.86010362694301,440
"917","{black-blouse,black-coat} => {black-skirt}",0.00372856077554064,0.32258064516129,5.47570436913026,440
"918","{black-coat} => {black-blouse}",0.011558538404176,0.326315789473684,2.26730297245705,441
"930","{black-sweater,lightred-skirt} => {black-blouse}",0.00186428038777032,0.714285714285714,4.96299037749815,447
"945","{black-sweater,darkblue-shorts} => {black-blouse}",0.00186428038777032,0.555555555555556,3.86010362694301,454
"966","{black-sweater,white-skirt} => {black-blouse}",0.00149142431021626,0.571428571428571,3.97039230199852,464
"979","{black-skirt,black-sweater} => {black-blouse}",0.00335570469798658,0.9,6.25336787564767,470
"992","{black-sweater} => {black-blouse}",0.0380313199105145,0.684563758389262,4.75647668393782,476
