"rules","support","confidence","lift","count"
"66","{black-blazer,black-legging} => {black-blouse}",0.00149142431021626,0.666666666666667,4.63212435233161,4
"67","{black-blouse,black-legging} => {black-blazer}",0.00149142431021626,0.307692307692308,10.1880341880342,4
"68","{black-shorts,darkRed-sweater} => {darkRed-blouse}",0.00111856823266219,0.75,27.1824324324324,3
"69","{black-shorts,darkRed-blouse} => {darkRed-sweater}",0.00111856823266219,0.75,41.0510204081633,3
"70","{darkBlue-shorts,darkRed-sweater} => {darkRed-blouse}",0.00111856823266219,0.428571428571429,15.5328185328185,3
"71","{darkBlue-shorts,darkRed-blouse} => {darkRed-sweater}",0.00111856823266219,0.6,32.8408163265306,3
"72","{black-skirt,darkRed-sweater} => {darkRed-blouse}",0.00111856823266219,0.428571428571429,15.5328185328185,3
"73","{black-skirt,darkRed-blouse} => {darkRed-sweater}",0.00111856823266219,0.375,20.5255102040816,3
"74","{black-sweater,darkBlue-jeans} => {black-blouse}",0.00111856823266219,1,6.94818652849741,3
"75","{brown-skirt,brown-sweater} => {brown-blouse}",0.00149142431021626,0.571428571428571,11.5230934479055,4
"76","{brown-blouse,brown-skirt} => {brown-sweater}",0.00149142431021626,0.5,17.88,4
"77","{black-pants,black-sweater} => {black-blouse}",0.00186428038777032,1,6.94818652849741,5
"78","{black-blouse,black-pants} => {black-sweater}",0.00186428038777032,0.357142857142857,6.42857142857143,5
"79","{darkBlue-skirt,darkBlue-sweater} => {darkBlue-blouse}",0.00186428038777032,0.625,8.86904761904762,5
"80","{darkBlue-sweater,lightRed-skirt} => {black-blouse}",0.00111856823266219,0.6,4.16891191709845,3
"81","{darkBlue-shorts,darkBlue-sweater} => {darkBlue-blouse}",0.00111856823266219,0.5,7.09523809523809,3
"82","{darkBlue-shorts,darkBlue-sweater} => {black-blouse}",0.00111856823266219,0.5,3.4740932642487,3
"83","{black-shorts,white-sweater} => {white-blouse}",0.00111856823266219,0.6,9.14318181818182,3
"84","{black-shorts,white-blouse} => {white-sweater}",0.00111856823266219,0.428571428571429,16.6583850931677,3
"85","{darkBlue-shorts,white-sweater} => {white-blouse}",0.00149142431021626,0.444444444444444,6.77272727272727,4
"86","{darkBlue-shorts,white-blouse} => {white-sweater}",0.00149142431021626,0.5,19.4347826086957,4
"87","{white-skirt,white-sweater} => {white-blouse}",0.00149142431021626,0.5,7.61931818181818,4
"88","{black-shorts,brown-sweater} => {brown-blouse}",0.00149142431021626,1,20.1654135338346,4
"89","{black-shorts,brown-blouse} => {brown-sweater}",0.00149142431021626,0.571428571428571,20.4342857142857,4
"90","{brown-sweater,lightRed-skirt} => {brown-blouse}",0.00111856823266219,1,20.1654135338346,3
"91","{brown-blouse,lightRed-skirt} => {brown-sweater}",0.00111856823266219,0.3,10.728,3
"92","{brown-sweater,darkBlue-shorts} => {brown-blouse}",0.00111856823266219,0.6,12.0992481203008,3
"93","{brown-blouse,darkBlue-shorts} => {brown-sweater}",0.00111856823266219,0.428571428571429,15.3257142857143,3
"94","{brown-sweater,white-skirt} => {brown-blouse}",0.00111856823266219,0.75,15.1240601503759,3
"95","{brown-blouse,white-skirt} => {brown-sweater}",0.00111856823266219,0.3,10.728,3
"96","{black-blazer,darkBlue-shorts} => {darkBlue-blouse}",0.00111856823266219,0.428571428571429,6.08163265306122,3
"97","{black-blazer,darkBlue-blouse} => {darkBlue-shorts}",0.00111856823266219,0.3,5.96,3
"98","{black-blazer,black-skirt} => {black-blouse}",0.00149142431021626,0.8,5.55854922279793,4
"99","{black-coat,darkBlue-skirt} => {black-blouse}",0.00111856823266219,0.6,4.16891191709845,3
"100","{black-sweater,darkBlue-skirt} => {black-blouse}",0.00149142431021626,0.666666666666667,4.63212435233161,4
"101","{black-coat,black-shorts} => {black-blouse}",0.00111856823266219,0.5,3.4740932642487,3
"102","{black-coat,black-skirt} => {black-blouse}",0.00372856077554064,0.555555555555556,3.86010362694301,10
"103","{black-blouse,black-coat} => {black-skirt}",0.00372856077554064,0.32258064516129,5.47570436913026,10
"104","{black-sweater,lightRed-skirt} => {black-blouse}",0.00186428038777032,0.714285714285714,4.96299037749815,5
"105","{black-sweater,darkBlue-shorts} => {black-blouse}",0.00186428038777032,0.555555555555556,3.86010362694301,5
"106","{black-sweater,white-skirt} => {black-blouse}",0.00149142431021626,0.571428571428571,3.97039230199852,4
"107","{black-skirt,black-sweater} => {black-blouse}",0.00335570469798658,0.9,6.25336787564767,9
